keyword,recent_count,prior_count,growth
pilot study,483,2236,2.66
shock,62,288,2.66
neoplastic cell,78,362,2.66
neglect,73,339,2.66
rehabilitation therapy,86,399,2.66
rehabilitative,86,399,2.66
authority,86,398,2.66
phase 2 clinical trials,53,247,2.65
standard treatment,125,582,2.65
cell growth in number,58,270,2.65
epidemiologic investigation,106,494,2.65
standard care,125,582,2.65
cell multiplication,58,270,2.65
cellular proliferation,58,270,2.65
clinical trials design,80,372,2.65
self-help groups,37,172,2.65
brain stem,83,386,2.65
support groups,37,172,2.65
health economics,83,387,2.65
clinical application,84,392,2.64
approaches to prevention,55,257,2.64
xenograft,54,252,2.64
xenograft procedure,54,252,2.64
agreement,95,443,2.64
xenotransplantation,54,252,2.64
inherited factor,68,318,2.64
clinical applicability,84,392,2.64
secondary to,43,201,2.64
advanced age,116,541,2.64
behavioral mechanisms,115,537,2.64
senior citizen,116,541,2.64
geriatric,116,541,2.64
down-regulation,142,664,2.64
elements,463,2162,2.64
genetic risk factor,68,318,2.64
faculty,400,1866,2.64
heterograft,54,252,2.64
mechanisms of behavior and behavior change,115,537,2.64
insurance coverage,30,140,2.64
prototype,149,696,2.64
global health,43,201,2.64
sleep disorders,79,369,2.64
depression symptom,186,870,2.64
neurologic,200,935,2.64
prevention approach,55,257,2.64
dorsal raphe nucleus,33,154,2.64
insurance status,30,140,2.64
pathway interactions,1721,8072,2.63
infection,264,1239,2.63
consult,69,323,2.63
tetraethylthiuram disulfide,46,216,2.63
antabuse,46,216,2.63
phone,190,892,2.63
biosynthesis,44,206,2.63
massachusetts,69,324,2.63
anabolism,44,206,2.63
basal forebrain,32,150,2.63
neurological,200,940,2.62
psychosocial variables,58,273,2.62
fetus,35,165,2.62
combined treatment,95,447,2.62
combined modality treatment,95,447,2.62
telephone,190,896,2.62
psychosocial factor,58,273,2.62
biologic factor,59,278,2.62
multimodal treatment,95,447,2.62
combined modality therapy,95,447,2.62
mass spectrum,113,531,2.62
multimodal therapy,95,447,2.62
immersion,30,141,2.62
computer software,167,786,2.62
interdisciplinary collaboration,36,170,2.61
consultations,107,506,2.61
fire,37,175,2.61
excision,121,572,2.61
thoughts,117,553,2.61
abscission,121,572,2.61
transcript,139,657,2.61
cancer biology,43,203,2.61
withdrawal from alcohol,180,852,2.61
laboratory research,52,246,2.61
neurobiological mechanism,288,1362,2.61
ethanol withdrawal,180,852,2.61
extirpation,121,572,2.61
removal,121,572,2.61
alcohol withdrawal,180,852,2.61
alcohol withdrawal syndrome,180,852,2.61
resection,121,572,2.61
surgical removal,121,572,2.61
nasal passages,37,175,2.61
medical college,209,992,2.6
organismal process,76,361,2.6
behavior change,202,960,2.6
presynaptic nerve endings,84,398,2.6
exposure to,1167,5533,2.6
organism-level process,76,361,2.6
physiological processes,76,361,2.6
physiologic processes,76,361,2.6
effectiveness research,39,185,2.6
medical schools,209,992,2.6
decision making,532,2526,2.6
biologic models,208,992,2.59
in situ hybridization staining method,102,485,2.59
research scientist development award,102,486,2.59
dwi-mri,37,176,2.59
dmri,37,176,2.59
diffusion-weighted magnetic resonance imaging,37,176,2.59
mentored research scientist development award,102,486,2.59
mentored training award,102,486,2.59
motivation,1001,4761,2.59
k01 program,102,486,2.59
health insurance,39,186,2.59
k01 mechanism,102,486,2.59
k01 award,102,486,2.59
interdisciplinary approach,142,676,2.59
multidisciplinary approach,142,676,2.59
esthesia,111,529,2.59
health policy,95,452,2.59
bilateral,63,300,2.59
residence,31,148,2.58
g-proteins,194,926,2.58
categories,159,761,2.58
side effect,612,2920,2.58
liquid,99,474,2.58
alcohol exposed,410,1960,2.58
consensus,96,459,2.58
life experience,38,182,2.58
incarcerated,137,655,2.58
services,800,3818,2.58
alcohol exposure,410,1960,2.58
exposure to alcohol,410,1960,2.58
exposed to alcohol,410,1960,2.58
ethanol exposure,410,1960,2.58
racial and ethnic,100,478,2.58
virus-induced disease,52,249,2.58
guanine nucleotide regulatory proteins,194,926,2.58
guanine nucleotide coupling protein,194,926,2.58
ethanol exposed,410,1960,2.58
gtp-regulatory proteins,194,926,2.58
gtp-binding proteins,194,926,2.58
liquid substance,99,474,2.58
fluid,99,475,2.57
cognitive function abnormal,244,1171,2.57
nutrient,41,197,2.57
renal,39,187,2.57
cognitive decline,244,1171,2.57
cognitive impairment,244,1171,2.57
sensation,111,533,2.57
disturbance in cognition,244,1171,2.57
sight,110,528,2.57
impaired cognition,244,1171,2.57
drug action,94,451,2.57
visual function,110,528,2.57
emergency situation,53,254,2.57
emergencies,53,254,2.57
retrieval,51,245,2.57
cognitive disturbance,244,1171,2.57
cognitive dysfunction,244,1171,2.57
cognitive loss,244,1171,2.57
phenotype,906,4352,2.57
molecular fingerprinting,102,491,2.56
intoxication,141,680,2.56
peer review,130,627,2.56
solid,115,555,2.56
molecular profiling,102,491,2.56
abstinence from alcohol,83,400,2.56
molecular signature,102,491,2.56
outcome study,95,458,2.56
research grants,564,2714,2.56
research and development,175,842,2.56
r&d,175,842,2.56
r & d,175,842,2.56
development and research,175,842,2.56
ethanol abstinence,83,400,2.56
r01 program,564,2714,2.56
r01 mechanism,564,2714,2.56
abstinence from ethanol,83,400,2.56
alcohol abstinence,83,400,2.56
health professional,92,443,2.56
task forces,115,554,2.56
healthcare professional,92,443,2.56
health care professional,92,443,2.56
resistant to drug,68,328,2.56
resistance to drug,68,328,2.56
advisory committees,115,554,2.56
research project grants,564,2714,2.56
abstaining from alcohol,83,400,2.56
abstaining from ethanol,83,400,2.56
systems biology,48,232,2.55
oxygen radicals,38,184,2.55
under age alcohol use,80,387,2.55
alcohol intake among adolescents,80,387,2.55
adolescent alcohol consumption,80,387,2.55
underage alcohol consumption,80,387,2.55
reactive oxygen species,38,184,2.55
teenage alcohol use,80,387,2.55
teenager alcohol use,80,387,2.55
underage alcohol use,80,387,2.55
pro-oxidants,38,184,2.55
under age alcohol consumption,80,387,2.55
gain of function,49,237,2.55
alcohol use during adolescence,80,387,2.55
geographic region,56,271,2.55
geographic locations,56,271,2.55
perceptual stimulus,35,169,2.55
measurable,51,247,2.55
sensory stimulus,35,169,2.55
physicochemical phenomena related to the senses,35,169,2.55
malignant,43,208,2.55
geographic area,56,271,2.55
geographical location,56,271,2.55
active oxygen,38,184,2.55
clinical significance,110,535,2.54
businesses,50,243,2.54
wild type mouse,100,486,2.54
assay,844,4103,2.54
behavioral test,168,816,2.54
drug targeting,243,1181,2.54
clinically significant,110,535,2.54
ethanol metabolism,38,185,2.53
payment,39,190,2.53
health status,72,351,2.53
novel technologies,152,742,2.53
new technology,152,742,2.53
eyeball,38,185,2.53
v-fos fbj murine osteosarcoma viral oncogene homolog,86,419,2.53
c-fos proto-oncogenes,86,419,2.53
level of health,72,351,2.53
pyramidal cells,43,210,2.53
c-fos gene,86,419,2.53
alcohol metabolism,38,185,2.53
c fos,86,419,2.53
protooncogene fos,86,419,2.53
behavioral pharmacology,131,639,2.53
geographic site,56,273,2.53
statistical methods,121,590,2.53
g0s7,86,419,2.53
fos gene,86,419,2.53
brain control,33,161,2.53
social behavior,71,346,2.53
affinity chromatography,35,171,2.52
glutamate translocase,37,181,2.52
glutamate transport glycoprotein,37,181,2.52
emerging adulthood,35,171,2.52
addiction,4553,22270,2.52
bioassay,844,4132,2.52
dna methylation,83,406,2.52
graduate student,96,470,2.52
aging,144,705,2.52
depression,942,4605,2.52
interventions research,134,656,2.52
alcohol related research,186,909,2.52
environment,1057,5164,2.52
diabetes,174,853,2.52
effectiveness,841,4122,2.52
vision,110,538,2.52
diffusion weighted imaging,37,182,2.51
men who have sex with men,33,162,2.51
dwi (diffusion weighted imaging),37,182,2.51
eye,38,187,2.51
industry,105,516,2.51
executive control,221,1086,2.51
age group,93,457,2.51
men who have sex with other men,33,162,2.51
protein family,39,192,2.51
sales,73,359,2.51
neuropsychologic,64,314,2.51
neurobehavioral,183,899,2.51
neuropsychologies,64,314,2.51
brachydanio rerio,35,172,2.51
danio rerio,35,172,2.51
zebra danio,35,172,2.51
zebra fish,35,172,2.51
thickness,34,167,2.51
thick,34,167,2.51
neoplasm progression,52,257,2.5
cost effective,232,1143,2.5
ethanol relapse,100,493,2.5
alcohol relapse,100,493,2.5
tumor progression,52,257,2.5
neoplastic progression,52,257,2.5
workshop,241,1189,2.5
cancer progression,52,257,2.5
cognitive behavioral treatment,171,843,2.5
patch clamp,189,931,2.5
inpatients,189,934,2.5
specific qualifier value,175,863,2.5
specified,175,863,2.5
locus coeruleus,59,291,2.5
congresses,30,148,2.5
genetic risk,100,494,2.5
executive function,221,1092,2.5
cell culture,85,420,2.5
site-specific mutagenesis,43,212,2.5
targeted dna modification,43,212,2.5
targeted modification,43,212,2.5
homeless,80,394,2.5
morphine addiction,31,153,2.5
cell culture techniques,85,420,2.5
morphine dependence,31,153,2.5
metabolism,297,1471,2.49
salivary,43,213,2.49
clinical investigator,57,282,2.49
cell proliferation,58,287,2.49
synapse function,118,585,2.49
synaptic function,118,585,2.49
4-amino-butanoic acid,286,1419,2.49
member,586,2900,2.49
cellline,216,1070,2.49
cultured cell line,216,1070,2.49
host response,91,450,2.49
prefrontal cortex,714,3531,2.49
prematurity,105,521,2.49
immunoresponse,91,450,2.49
south carolina,44,219,2.48
centers for disease control,158,786,2.48
centers for disease control and prevention (u.s.),158,786,2.48
immunoregulation,31,154,2.48
united states centers for disease control,158,786,2.48
research design,456,2265,2.48
drug resistant,68,338,2.48
reward processing,202,1004,2.48
study type,456,2265,2.48
study design,456,2265,2.48
sedative,60,298,2.48
united states centers for disease control and prevention,158,786,2.48
centers for disease control and prevention,158,786,2.48
diacetylmorphine,368,1831,2.48
multi-site clinical trial,58,289,2.48
structure-activity relationship,93,463,2.48
multi-center clinical trial,58,289,2.48
multi-institutional clinical trial,58,289,2.48
structure function relationship,93,463,2.48
late life,109,541,2.48
diamorphine,368,1831,2.48
cellular immune function,45,225,2.47
mrna expression,90,450,2.47
actins,45,225,2.47
disease prevention,65,324,2.47
disorder prevention,65,324,2.47
premature,105,525,2.47
immune response,91,455,2.47
heart rate,101,504,2.47
innervation,93,464,2.47
human disease,109,544,2.47
emerging adult,84,420,2.47
glucocorticoids,44,220,2.47
savings,44,220,2.47
tail,74,369,2.47
early adulthood,84,420,2.47
neurontin,37,185,2.47
immunologic,36,180,2.47
oncogenesis,64,319,2.47
healthcare service availability,70,349,2.47
tumorigenesis,64,319,2.47
rewards,1719,8580,2.47
symposium,317,1586,2.47
central nervous system,301,1504,2.47
ngs system,48,241,2.46
next gen sequencing,48,241,2.46
addiction to methamphetamine,48,241,2.46
generations,442,2217,2.46
universities,970,4869,2.46
longitudinal design,63,316,2.46
ngs method,48,241,2.46
human immunodeficiency virus type 1,67,336,2.46
willingness,76,381,2.46
nextgen sequencing,48,241,2.46
inhibitor,487,2444,2.46
regulatory gene,66,331,2.46
evidence based practice,120,602,2.46
cancer genes,76,382,2.45
mr imaging,250,1260,2.45
natural products,60,302,2.45
non-drug,108,543,2.45
amentia,57,287,2.45
mr tomography,250,1260,2.45
conference,317,1594,2.45
nondrug,108,543,2.45
magnetic resonance / nuclear magnetic resonance,250,1260,2.45
cancer-promoting gene,76,382,2.45
neural patterning,33,166,2.45
measurement,578,2909,2.45
source,535,2692,2.45
nmr imaging,250,1260,2.45
nmr tomography,250,1260,2.45
nuclear magnetic resonance imaging,250,1260,2.45
transforming genes,76,382,2.45
zeugmatography,250,1260,2.45
intervention efficacy,290,1463,2.44
treatment efficacy,290,1463,2.44
surface proteins,51,258,2.44
membrane-associated proteins,51,258,2.44
training programs,265,1341,2.44
self efficacy,209,1056,2.44
steroid compound,35,177,2.44
therapeutic efficacy,290,1463,2.44
training support,55,278,2.44
genetic technics,41,207,2.44
national institute on alcohol abuse and alcoholism,339,1713,2.44
slice,435,2197,2.44
therapy efficacy,290,1463,2.44
ethnic group,90,456,2.43
laws,86,436,2.43
central lobe,111,563,2.43
insula,111,563,2.43
insula of reil,111,563,2.43
island of reil,111,563,2.43
drug seeking behavior,297,1510,2.43
logistic regressions,38,193,2.43
brain attack,95,483,2.43
cerebral vascular accident,95,483,2.43
mission,420,2133,2.43
instrumental learning,52,264,2.43
instrumental conditioning,52,264,2.43
flow cytometry,44,223,2.43
apoplexy,95,483,2.43
cerebral stroke,95,483,2.43
cerebrovascular accident,95,483,2.43
cerebrovascular stroke,95,483,2.43
cerebrovascular apoplexy,95,483,2.43
human t-lymphotropic virus type iii infections,223,1133,2.43
type ii diabetes mellitus,35,178,2.43
slow-onset diabetes mellitus,35,178,2.43
type ii dm,35,178,2.43
type 2 dm,35,178,2.43
ketosis-resistant diabetes mellitus,35,178,2.43
non-insulin-dependent diabetes mellitus,35,178,2.43
adult-onset diabetes mellitus,35,178,2.43
stable diabetes mellitus,35,178,2.43
t2 dm,35,178,2.43
type 2 diabetes mellitus,35,178,2.43
metabolic processes,281,1435,2.42
withdrawal,809,4123,2.42
influentials,59,301,2.42
medical records,33,168,2.42
pill,49,250,2.42
efficacy trial,89,453,2.42
records,119,607,2.42
household,62,316,2.42
chromatin remodeling,31,158,2.42
treatment development,405,2065,2.42
therapy development,405,2065,2.42
intervention development,405,2065,2.42
estradiol,46,234,2.42
classical conditioning,134,683,2.42
intermediary metabolism,281,1435,2.42
progesterone,41,210,2.41
anticancer therapy,81,415,2.41
drug resistance,68,348,2.41
informatics,66,338,2.41
inhaling,97,497,2.41
life course,56,287,2.41
life cycle stages,56,287,2.41
outpatient care,65,332,2.41
international,299,1530,2.41
nucleotides,40,205,2.41
smoking cessation intervention,156,798,2.41
saccharose,131,671,2.41
stressor,229,1177,2.4
north carolina,45,231,2.4
hypothalamic structure,212,1088,2.4
psychologic,374,1920,2.4
pharmacodynamics,90,462,2.4
healthcare personnel,296,1523,2.4
inhalation,97,498,2.4
health care worker,296,1523,2.4
treatment provider,296,1523,2.4
parents,325,1669,2.4
medical personnel,296,1523,2.4
animal model,999,5134,2.4
hypothalamic,212,1088,2.4
healthcare providers,296,1523,2.4
stroke,95,489,2.4
healthcare worker,296,1523,2.4
animal models and related studies,999,5134,2.4
treatment protocols,107,550,2.4
health provider,296,1523,2.4
health personnel,296,1523,2.4
health care providers,296,1523,2.4
social support,154,792,2.4
working group,34,175,2.4
elderly,116,598,2.39
college,204,1054,2.39
falls,133,687,2.39
theories,549,2830,2.39
review literature,33,170,2.39
gabapentin,37,191,2.39
older person,105,541,2.39
complement proteins,373,1933,2.38
proteins growth factors,32,166,2.38
admission activity,122,633,2.38
hour,355,1842,2.38
exercise,120,622,2.38
immune system,70,362,2.38
complement,373,1936,2.38
pharmaceutical agent,186,962,2.38
brain region,1048,5441,2.38
stress,1110,5751,2.38
pharmaceuticals,186,962,2.38
pharmacological substance,186,962,2.38
cancer prevention,33,171,2.38
seizures,72,373,2.38
alcohol related cue,79,409,2.38
production,298,1547,2.38
admission,122,633,2.38
pharmacologic substance,186,962,2.38
clinical psychology,32,166,2.38
health care personnel,296,1533,2.38
kinase inhibitor,34,176,2.38
cell movement,31,161,2.37
major depressive disorder,131,682,2.37
half-life,75,390,2.37
cellular migration,31,161,2.37
california,131,681,2.37
length of life,124,644,2.37
longevity,124,646,2.37
maryland,41,213,2.37
necrocytosis,80,417,2.37
cell motility,31,161,2.37
kidney,39,203,2.37
heterosexuals,36,187,2.37
healthcare utilization,90,469,2.37
healthcare service utilization,90,469,2.37
health care utilization,90,469,2.37
zebrafish,35,182,2.37
cell locomotion,31,161,2.37
metabolic pathway,37,193,2.36
post-translational protein processing,53,277,2.36
drug testing,72,376,2.36
post-translational modification protein/amino acid biochemistry,53,277,2.36
posttranslational protein processing,53,277,2.36
sugar,32,167,2.36
l-serine,32,167,2.36
membrane,253,1324,2.36
chronic disease,193,1008,2.36
neighborhoods,96,501,2.36
chronic disorder,193,1008,2.36
chronic illness,193,1008,2.36
post-translational protein modification,53,277,2.36
hcrts/orxs,65,341,2.35
psychiatry,234,1228,2.35
hcrt protein,65,341,2.35
hypocretin,65,341,2.35
hcrt/orx,65,341,2.35
hypocretin/orexin,65,341,2.35
hypocretins/orexins,65,341,2.35
imprisonment,137,719,2.35
informal social control,71,372,2.35
viral infection,52,273,2.35
new england,36,189,2.35
northeastern united states,36,189,2.35
web site,106,557,2.35
physiologic,880,4620,2.35
dorsal,313,1640,2.35
physicians,314,1645,2.35
oncogenes,76,399,2.35
reagent,94,493,2.35
virus diseases,52,273,2.35
viral diseases,52,273,2.35
website,106,557,2.35
incarceration,137,719,2.35
odors,48,252,2.35
virus infection,52,273,2.35
affective disorders,192,1006,2.35
nursing,48,252,2.35
treatment strategy,411,2154,2.35
preparation,391,2060,2.34
followed up,650,3429,2.34
spinal column,119,626,2.34
spine,119,626,2.34
vertebral column,119,626,2.34
